time,callstack,stack,total
0.2638452919999992,516,257,773
0.2627954159999959,516,257,773
0.25202762500000375,516,257,773
0.26636795800000357,516,257,773
0.437108791,516,257,773
0.2757610000000028,516,257,773
0.26304570900000357,516,257,773
0.26452908400000297,516,257,773
0.2734162920000003,516,257,773
0.6039625410000014,516,257,773
0.35699745800000215,516,257,773
0.35858170800000266,516,257,773
0.3722678749999986,516,257,773
0.3604204999999965,516,257,773
0.288031832999998,516,257,773
0.25066429099999965,516,257,773
0.37968670800000837,516,257,773
0.35449787500000696,516,257,773
0.37455641699999376,516,257,773
0.5381023750000082,516,257,773
0.25974895800000297,516,257,773
0.28949274999999375,516,257,773
0.27055962499999,516,257,773
0.2586809170000066,516,257,773
0.2750147080000005,516,257,773
0.2484385829999951,516,257,773
0.26991829199999984,516,257,773
0.25369925000001103,516,257,773
0.25660575000000563,516,257,773
0.26659412499999746,516,257,773
