time,callstack,stack,total_bytes
0.049225125000000425,68,33,6910
0.06320991599999992,68,33,6910
0.09074320800000013,68,33,6910
0.0572602919999996,68,33,6910
0.04979408400000018,68,33,6910
0.1398237919999996,68,33,6910
0.08189149999999934,68,33,6910
0.04551325000000084,68,33,6910
0.07408949999999948,68,33,6910
0.046231625000000776,68,33,6910
0.07094262499999893,68,33,6910
0.04618462499999865,68,33,6910
0.05173058299999944,68,33,6910
0.05226508299999999,68,33,6910
0.05254283400000048,68,33,6910
0.04695312499999993,68,33,6910
0.04958829199999926,68,33,6910
0.04748579099999972,68,33,6910
0.16212312499999904,68,33,6910
0.047424208000002466,68,33,6910
0.05479233300000175,68,33,6910
0.047429415999999947,68,33,6910
0.06105079199999963,68,33,6910
0.0455318329999983,68,33,6910
0.08568504200000149,68,33,6910
0.047921875000000114,68,33,6910
0.06118800000000135,68,33,6910
0.04830562500000113,68,33,6910
0.12997783399999818,68,33,6910
0.05297775000000016,68,33,6910
