time,callstack,stack,total_bytes
0.030114499999999822,6,2,852
0.030490125000000035,6,2,852
0.020968041999999798,6,2,852
0.04896341699999951,6,2,852
0.02050545799999881,6,2,852
0.0199403750000009,6,2,852
0.02473229199999949,6,2,852
0.038293709000001286,6,2,852
0.020596499999999907,6,2,852
0.022695542000001012,6,2,852
0.034693707999998935,6,2,852
0.023218875000001304,6,2,852
0.023271958000002257,6,2,852
0.019788541000000492,6,2,852
0.025625707999999747,6,2,852
0.02116329099999703,6,2,852
0.09802333399999696,6,2,852
0.031639708000000155,6,2,852
0.024711917000001193,6,2,852
0.13427924999999874,6,2,852
0.02001391599999991,6,2,852
0.026939875000000058,6,2,852
0.037926082999998556,6,2,852
0.08297887499999845,6,2,852
0.02047416699999971,6,2,852
0.020321458000005066,6,2,852
0.021861207999997134,6,2,852
0.02335745800000666,6,2,852
0.024084375000001046,6,2,852
0.023125499999999022,6,2,852
