time,callstack,stack,total_bytes
2.767424999999996,4606,2302,474925
2.7829557499999993,4606,2302,474925
2.504083958999999,4606,2302,474925
2.3454765839999965,4606,2302,474925
2.3087203329999966,4606,2302,474925
2.2452789170000074,4606,2302,474925
2.3286124159999986,4606,2302,474925
2.607422541999995,4606,2302,474925
2.324146791000004,4606,2302,474925
3.0887973749999986,4606,2302,474925
2.2247859999999946,4606,2302,474925
2.4330347089999975,4606,2302,474925
2.4059111249999887,4606,2302,474925
2.361529165999997,4606,2302,474925
2.2912571250000013,4606,2302,474925
2.41530620799999,4606,2302,474925
2.3950815000000034,4606,2302,474925
2.330936041000001,4606,2302,474925
2.589806582999998,4606,2302,474925
2.22096599999999,4606,2302,474925
2.209677792000008,4606,2302,474925
2.341711915999994,4606,2302,474925
2.5281340840000013,4606,2302,474925
2.2775008339999943,4606,2302,474925
2.676012541999995,4606,2302,474925
2.3341682499999763,4606,2302,474925
2.3504948750000096,4606,2302,474925
2.0850984580000045,4606,2302,474925
2.4612450000000194,4606,2302,474925
2.469531291999999,4606,2302,474925
