time,callstack,stack,total_bytes
2.4077869590000063,4100,2049,422048
2.1299285419999876,4100,2049,422048
2.0836897499999907,4100,2049,422048
2.1585930840000174,4100,2049,422048
1.8852738749999958,4100,2049,422048
1.867696292000005,4100,2049,422048
2.0737947499999905,4100,2049,422048
2.2304334580000216,4100,2049,422048
2.2935997499999985,4100,2049,422048
2.135088582999998,4100,2049,422048
1.8777474999999981,4100,2049,422048
1.8789825419999886,4100,2049,422048
1.7884299999999769,4100,2049,422048
2.223765708000002,4100,2049,422048
2.296731875000006,4100,2049,422048
2.230072917000001,4100,2049,422048
2.310981333000001,4100,2049,422048
1.9631732080000006,4100,2049,422048
1.8094884580000041,4100,2049,422048
2.2708820000000003,4100,2049,422048
2.2220902079999973,4100,2049,422048
2.381945833000003,4100,2049,422048
2.4758345840000118,4100,2049,422048
2.211613083000003,4100,2049,422048
2.057322541000019,4100,2049,422048
1.8400563330000068,4100,2049,422048
2.1599192080000194,4100,2049,422048
2.2978534579999916,4100,2049,422048
2.1430949589999955,4100,2049,422048
2.0880152919999944,4100,2049,422048
