time,callstack,stack,total_bytes
0.021413459000001467,12,5,1425
0.04660370900000288,12,5,1425
0.07268245899999926,12,5,1425
0.023792291999995996,12,5,1425
0.029676082999998243,12,5,1425
0.02274125000000282,12,5,1425
0.024093041000000426,12,5,1425
0.02295958299999512,12,5,1425
0.09344774999999572,12,5,1425
0.03380341599999781,12,5,1425
0.03242620800000395,12,5,1425
0.02821004199999777,12,5,1425
0.10055220800000342,12,5,1425
0.023584540999998183,12,5,1425
0.06475095800000474,12,5,1425
0.1060279999999949,12,5,1425
0.03590799999999916,12,5,1425
0.07906370900000326,12,5,1425
0.05055249999999489,12,5,1425
0.02354508300000191,12,5,1425
0.025658708999998225,12,5,1425
0.05007562499999807,12,5,1425
0.021589124999998432,12,5,1425
0.02397066700000039,12,5,1425
0.1689496670000068,12,5,1425
0.03977958299999784,12,5,1425
0.022690209000003847,12,5,1425
0.02466441600000735,12,5,1425
0.023902583999998228,12,5,1425
0.02994841699999995,12,5,1425
