time,callstack,stack,total_bytes
0.15764858300001094,260,129,25995
0.15784795800000495,260,129,25995
0.15651100000000895,260,129,25995
0.3257799160000019,260,129,25995
0.8498893330000072,260,129,25995
0.14283087500000136,260,129,25995
0.13505674999998973,260,129,25995
0.6595133750000031,260,129,25995
0.2520387080000006,260,129,25995
0.2340741659999992,260,129,25995
0.3392327920000042,260,129,25995
0.17657212500000696,260,129,25995
0.2692641670000029,260,129,25995
0.18205829100000415,260,129,25995
0.23360566700000618,260,129,25995
0.2833609579999887,260,129,25995
0.15844308399999818,260,129,25995
0.3034267080000035,260,129,25995
0.13707883399999332,260,129,25995
0.13871970799999644,260,129,25995
0.5218806659999871,260,129,25995
0.13681433300000378,260,129,25995
0.15564074999998923,260,129,25995
0.1399464160000008,260,129,25995
0.40389329200000645,260,129,25995
0.14397375000000068,260,129,25995
0.13077079099998912,260,129,25995
0.13160500000000752,260,129,25995
0.12792404200000362,260,129,25995
0.149680625000002,260,129,25995
