time,callstack,stack,total_bytes
0.021966124999998726,8,3,1043
0.019509457999994595,8,3,1043
0.021854000000004703,8,3,1043
0.02360870799999759,8,3,1043
0.02823299999999307,8,3,1043
0.023349875000000964,8,3,1043
0.065236917,8,3,1043
0.02502391699999862,8,3,1043
0.03081466700000135,8,3,1043
0.022533666000001062,8,3,1043
0.03170324999999963,8,3,1043
0.03000729200000052,8,3,1043
0.02273358399999381,8,3,1043
0.021374291000000767,8,3,1043
0.022608167000001345,8,3,1043
0.03171320799999933,8,3,1043
0.021883375000001593,8,3,1043
0.020980375000000606,8,3,1043
0.022037916000002156,8,3,1043
0.02914920799999976,8,3,1043
0.02260404199999755,8,3,1043
0.04781524999999931,8,3,1043
0.02470470900000521,8,3,1043
0.045948083999995504,8,3,1043
0.020575540999999475,8,3,1043
0.0351131250000023,8,3,1043
0.021176792000005662,8,3,1043
0.02080616699999638,8,3,1043
0.04026554100000368,8,3,1043
0.02015212500000274,8,3,1043
