time,callstack,stack,total_bytes
1.183670915999997,1028,513,103947
0.48580587499999695,1028,513,103947
0.47850612499999556,1028,513,103947
0.5921699579999995,1028,513,103947
0.4801919169999991,1028,513,103947
0.8506010419999939,1028,513,103947
0.4765177080000029,1028,513,103947
0.5672402090000048,1028,513,103947
0.6232498750000133,1028,513,103947
0.5778662499999996,1028,513,103947
0.695440958000006,1028,513,103947
0.7063501250000002,1028,513,103947
0.6160620839999922,1028,513,103947
0.5695833340000007,1028,513,103947
0.46951433399999587,1028,513,103947
0.8580331250000057,1028,513,103947
0.5406433750000019,1028,513,103947
0.568390167000004,1028,513,103947
0.6238690830000024,1028,513,103947
0.49450649999999996,1028,513,103947
0.6480042499999996,1028,513,103947
0.5883377079999974,1028,513,103947
0.5898781660000054,1028,513,103947
0.47440008300000613,1028,513,103947
0.5231680830000016,1028,513,103947
0.8875454590000089,1028,513,103947
0.5794777919999916,1028,513,103947
0.4711133749999874,1028,513,103947
0.9470383340000126,1028,513,103947
0.4866031669999984,1028,513,103947
