time,callstack,stack,total
0.0822537910000003,132,65,197
0.09562920900000016,132,65,197
0.07997399999999999,132,65,197
0.2121771250000002,132,65,197
0.07640837499999975,132,65,197
0.0759903340000001,132,65,197
0.07831116700000074,132,65,197
0.07829016699999869,132,65,197
0.07944983299999997,132,65,197
0.09490629199999923,132,65,197
0.07656937500000005,132,65,197
0.07924783300000016,132,65,197
0.07578695800000013,132,65,197
0.08284220899999895,132,65,197
0.08366604200000083,132,65,197
0.08056708399999835,132,65,197
0.07949458399999898,132,65,197
0.08659991700000091,132,65,197
0.08215691699999894,132,65,197
0.08604770799999883,132,65,197
0.07607854199999764,132,65,197
0.07486904100000302,132,65,197
0.11059287500000181,132,65,197
0.08862045799999763,132,65,197
0.12598249999999922,132,65,197
0.09325408400000157,132,65,197
0.09485754199999974,132,65,197
0.0765881670000006,132,65,197
0.1576498750000006,132,65,197
0.09567249999999916,132,65,197
