time,callstack,stack,total
0.1475386249999957,260,129,389
0.14401783399999601,260,129,389
0.15907166600000266,260,129,389
0.13525512500000048,260,129,389
0.17198329199999307,260,129,389
0.1598632500000008,260,129,389
0.14281258300000843,260,129,389
0.1377143750000016,260,129,389
0.1380112089999983,260,129,389
0.19856483300000605,260,129,389
0.18183662500000253,260,129,389
0.1590803339999951,260,129,389
0.5062427089999915,260,129,389
0.2537544169999961,260,129,389
0.1408163329999894,260,129,389
0.44199287499999684,260,129,389
0.17505820799999583,260,129,389
0.1431059580000067,260,129,389
0.14002916699999446,260,129,389
0.1392664579999945,260,129,389
0.15483845900000404,260,129,389
0.15524141699999916,260,129,389
0.13256716600000118,260,129,389
0.14285887500000172,260,129,389
0.1438896249999999,260,129,389
0.15803591600000289,260,129,389
0.1526602919999931,260,129,389
0.14276404100000661,260,129,389
0.1599381249999965,260,129,389
0.13701712499999985,260,129,389
