time,callstack,stack,total
1.241136375,2052,1025,3077
1.4382407499999994,2052,1025,3077
1.0429618750000014,2052,1025,3077
1.0735831660000006,2052,1025,3077
1.053788291,2052,1025,3077
1.0348581249999995,2052,1025,3077
1.1908104999999995,2052,1025,3077
1.0576251250000013,2052,1025,3077
1.1609152500000022,2052,1025,3077
1.0299759999999978,2052,1025,3077
1.279441582999997,2052,1025,3077
1.0642967500000005,2052,1025,3077
1.3669893749999993,2052,1025,3077
1.0548139170000006,2052,1025,3077
1.1820251249999991,2052,1025,3077
1.121365334,2052,1025,3077
1.341479458000002,2052,1025,3077
0.9976482499999975,2052,1025,3077
1.108413708999997,2052,1025,3077
1.1395453749999973,2052,1025,3077
0.9957660000000033,2052,1025,3077
1.0461313750000016,2052,1025,3077
1.2258047079999983,2052,1025,3077
1.0987033339999996,2052,1025,3077
1.3916696249999987,2052,1025,3077
1.032324709000001,2052,1025,3077
1.118543209000002,2052,1025,3077
1.0645355419999945,2052,1025,3077
1.106648374999999,2052,1025,3077
1.074485082999999,2052,1025,3077
