time,callstack,stack,total
0.04740945899999982,68,33,101
0.1485096670000008,68,33,101
0.0520411670000005,68,33,101
0.05137629100000041,68,33,101
0.05088733400000045,68,33,101
0.05241066700000019,68,33,101
0.21434545800000038,68,33,101
0.0558224169999999,68,33,101
0.04694458400000023,68,33,101
0.05130679100000002,68,33,101
0.04576875000000058,68,33,101
0.05140087500000057,68,33,101
0.0646154999999986,68,33,101
0.047153583000000054,68,33,101
0.06299874999999844,68,33,101
0.049104250000002736,68,33,101
0.061038874999997716,68,33,101
0.044923875000002056,68,33,101
0.051446875000003445,68,33,101
0.05129083299999948,68,33,101
0.04800520800000285,68,33,101
0.057068499999999744,68,33,101
0.04487370799999724,68,33,101
0.05056283300000075,68,33,101
0.05294320800000207,68,33,101
0.0486624159999991,68,33,101
0.05623566700000282,68,33,101
0.07460924999999818,68,33,101
0.06122612500000102,68,33,101
0.04375358300000087,68,33,101
