time,callstack,stack,total
1.9792976670000115,4100,2049,6149
1.9341675419999973,4100,2049,6149
2.1476195839999974,4100,2049,6149
2.197692333000006,4100,2049,6149
2.2500049999999874,4100,2049,6149
2.192506583000011,4100,2049,6149
1.9168661659999913,4100,2049,6149
1.9801766250000128,4100,2049,6149
1.941632166000005,4100,2049,6149
2.0985885419999875,4100,2049,6149
2.3027348330000166,4100,2049,6149
2.5611553340000057,4100,2049,6149
2.1259909169999958,4100,2049,6149
2.1006067079999866,4100,2049,6149
1.9203804999999932,4100,2049,6149
1.9713477089999856,4100,2049,6149
1.9260879169999896,4100,2049,6149
2.183519541999999,4100,2049,6149
2.095314875000014,4100,2049,6149
2.203581541999995,4100,2049,6149
2.2766125839999916,4100,2049,6149
1.9664443329999983,4100,2049,6149
1.9704568329999859,4100,2049,6149
2.0117092499999956,4100,2049,6149
2.2779600830000106,4100,2049,6149
2.66700016599998,4100,2049,6149
2.0907096250000166,4100,2049,6149
2.254297041000001,4100,2049,6149
2.1107646659999943,4100,2049,6149
1.9621554999999944,4100,2049,6149
