time,callstack,stack,total
0.5222294999999946,1028,513,1541
0.6958873330000017,1028,513,1541
0.6830321669999933,1028,513,1541
0.5030232910000052,1028,513,1541
0.48935054199999684,1028,513,1541
0.4882968329999926,1028,513,1541
0.5503277079999975,1028,513,1541
0.555635916,1028,513,1541
0.49275091699999507,1028,513,1541
0.4913041249999992,1028,513,1541
0.4914544159999963,1028,513,1541
0.5742317079999992,1028,513,1541
0.7321644579999997,1028,513,1541
0.6128637919999989,1028,513,1541
0.485165791,1028,513,1541
0.5992467079999955,1028,513,1541
0.5045337919999895,1028,513,1541
0.8731117920000031,1028,513,1541
0.5211444159999985,1028,513,1541
0.6305855420000057,1028,513,1541
0.4897956250000135,1028,513,1541
0.5029135839999981,1028,513,1541
0.5196249170000016,1028,513,1541
0.592468750000009,1028,513,1541
0.48860637499998916,1028,513,1541
0.5634690830000011,1028,513,1541
0.5928429579999914,1028,513,1541
0.5250992920000215,1028,513,1541
0.4850868329999969,1028,513,1541
0.5882011660000046,1028,513,1541
