time,callstack,stack,total
0.04448612499999882,20,9,29
0.027268333999998617,20,9,29
0.034177916000004416,20,9,29
0.03286662499999693,20,9,29
0.03227595900000324,20,9,29
0.050054582999997876,20,9,29
0.03394750000000357,20,9,29
0.031123582999995847,20,9,29
0.03177379099999911,20,9,29
0.032016333000001396,20,9,29
0.03110962499999914,20,9,29
0.036686041999999475,20,9,29
0.03075041700000014,20,9,29
0.03672245899999638,20,9,29
0.04032912499999952,20,9,29
0.055131708000004664,20,9,29
0.03326020899999094,20,9,29
0.16518158299999186,20,9,29
0.13017670799999337,20,9,29
0.04338599999999815,20,9,29
0.10083741700000814,20,9,29
0.05670137500000294,20,9,29
0.08157875000000558,20,9,29
0.1091455830000001,20,9,29
0.05206087499999512,20,9,29
0.07589183300000002,20,9,29
0.15171441599999014,20,9,29
0.07366333299999894,20,9,29
0.04026720900000669,20,9,29
0.034834666999998376,20,9,29
