time,callstack,stack,total
0.2517856250000001,132,65,197
0.1127011249999974,132,65,197
0.09808424999999943,132,65,197
0.14562400000000153,132,65,197
0.2976487920000004,132,65,197
0.09285145900000202,132,65,197
0.12097262500000028,132,65,197
0.202019374999999,132,65,197
0.08099770799999817,132,65,197
0.09647495800000172,132,65,197
0.15836116700000247,132,65,197
0.11566200000000038,132,65,197
0.08321891699999995,132,65,197
0.11605495799999943,132,65,197
0.14589041700000038,132,65,197
0.10727904199999827,132,65,197
0.10910070799999971,132,65,197
0.13366637500000067,132,65,197
0.10849083400000126,132,65,197
0.09397412500000257,132,65,197
0.16960566699999902,132,65,197
0.07420945799999856,132,65,197
0.1207517499999966,132,65,197
0.08649162500000074,132,65,197
1.5919152080000032,132,65,197
0.1373184589999994,132,65,197
0.10767700000000247,132,65,197
0.11743883399999788,132,65,197
0.09065308399999594,132,65,197
0.2267139999999941,132,65,197
