time,callstack,stack,total_bytes
2.2198926670000017,4100,2049,422048
1.9882509579999983,4100,2049,422048
1.8262642500000013,4100,2049,422048
2.0802535419999977,4100,2049,422048
2.0195150419999983,4100,2049,422048
2.3775119589999996,4100,2049,422048
2.0712167919999978,4100,2049,422048
2.215556165999999,4100,2049,422048
1.8023350830000027,4100,2049,422048
1.9845122500000016,4100,2049,422048
2.043814334000004,4100,2049,422048
2.162548833999999,4100,2049,422048
2.100696166000006,4100,2049,422048
2.375518791999994,4100,2049,422048
1.798478375000002,4100,2049,422048
2.007734083999999,4100,2049,422048
2.209085832999996,4100,2049,422048
2.0233584170000043,4100,2049,422048
2.2044298340000026,4100,2049,422048
1.8943671250000023,4100,2049,422048
1.9433144999999996,4100,2049,422048
2.563776833999995,4100,2049,422048
1.9190286670000063,4100,2049,422048
2.0465538750000007,4100,2049,422048
2.011876457999989,4100,2049,422048
2.021263791999999,4100,2049,422048
2.1686032909999966,4100,2049,422048
1.9186850829999997,4100,2049,422048
1.8196596669999963,4100,2049,422048
2.4086834579999987,4100,2049,422048
