time,callstack,stack,total_bytes
2.3801275410000002,4606,2302,474925
2.434841624999997,4606,2302,474925
2.4114461659999975,4606,2302,474925
2.566595624999998,4606,2302,474925
2.308232750000002,4606,2302,474925
2.3540943340000027,4606,2302,474925
2.091989084000005,4606,2302,474925
2.063276834,4606,2302,474925
2.144629333999994,4606,2302,474925
2.280632959000002,4606,2302,474925
2.2452237079999975,4606,2302,474925
2.1476743329999977,4606,2302,474925
2.3781265829999967,4606,2302,474925
2.3683507080000084,4606,2302,474925
2.678711374999992,4606,2302,474925
2.5524475840000065,4606,2302,474925
2.6124654169999957,4606,2302,474925
2.8825254169999965,4606,2302,474925
2.375343375,4606,2302,474925
2.4057425830000057,4606,2302,474925
3.2579489170000073,4606,2302,474925
2.3324786670000037,4606,2302,474925
2.2596286659999976,4606,2302,474925
2.3281325419999916,4606,2302,474925
2.8274935000000028,4606,2302,474925
2.324612290999994,4606,2302,474925
2.40853525,4606,2302,474925
2.231760499999993,4606,2302,474925
2.454959333000005,4606,2302,474925
2.8731327500000106,4606,2302,474925
