time,callstack,stack,total
0.0361786249999998,36,17,53
0.04690841599999995,36,17,53
0.043188374999999724,36,17,53
0.06326270899999997,36,17,53
0.05551479200000031,36,17,53
0.04272833300000123,36,17,53
0.03384387500000052,36,17,53
0.06320887500000083,36,17,53
0.051190416999999044,36,17,53
0.03563708299999924,36,17,53
0.04595691699999982,36,17,53
0.049089333999999596,36,17,53
0.034748708000000406,36,17,53
0.04802354099999917,36,17,53
0.04512550000000104,36,17,53
0.040132458000000426,36,17,53
0.03249395899999996,36,17,53
0.06080612500000271,36,17,53
0.037952042000000574,36,17,53
0.0376355420000003,36,17,53
0.03703358299999948,36,17,53
0.030741375000001625,36,17,53
0.04110812500000094,36,17,53
0.0552862910000016,36,17,53
0.03672766700000096,36,17,53
0.02884087500000021,36,17,53
0.02949404199999961,36,17,53
0.03712262499999852,36,17,53
0.034654958000000846,36,17,53
0.03117058399999806,36,17,53
