time,callstack,stack,total_bytes
0.4525912919999997,1028,513,103947
0.528303792,1028,513,103947
0.546625959,1028,513,103947
0.6117897499999998,1028,513,103947
0.819237416,1028,513,103947
0.47224474999999977,1028,513,103947
0.7504645830000012,1028,513,103947
0.4691947909999996,1028,513,103947
1.475564834,1028,513,103947
1.1289174170000003,1028,513,103947
0.48477512499999875,1028,513,103947
0.559134874999998,1028,513,103947
0.5249684160000001,1028,513,103947
0.9290507499999983,1028,513,103947
0.45285262499999845,1028,513,103947
0.9266695000000027,1028,513,103947
0.5733428750000016,1028,513,103947
0.48327833399999776,1028,513,103947
1.1679305000000006,1028,513,103947
1.067522167,1028,513,103947
0.7911549579999999,1028,513,103947
0.4541894169999985,1028,513,103947
0.4762142499999982,1028,513,103947
0.4774169590000028,1028,513,103947
0.7350362090000004,1028,513,103947
0.7885460000000037,1028,513,103947
0.6378512920000006,1028,513,103947
0.46164266699999956,1028,513,103947
1.1084718749999993,1028,513,103947
0.5045622909999992,1028,513,103947
