time,callstack,stack,total_bytes
0.03755033299999999,6,2,852
0.026448958000000466,6,2,852
0.0239028750000001,6,2,852
0.17027995800000006,6,2,852
0.025931625000000125,6,2,852
0.03391916700000053,6,2,852
0.03536733399999914,6,2,852
0.02207341699999965,6,2,852
0.027448249999999064,6,2,852
0.024610166000000433,6,2,852
0.021904207999998704,6,2,852
0.027554750000000183,6,2,852
0.024528833000001526,6,2,852
0.05171633299999989,6,2,852
0.028614541999999688,6,2,852
0.025588292000000123,6,2,852
0.036438041000000254,6,2,852
0.021615083999998674,6,2,852
0.020679375000000277,6,2,852
0.025917333000000653,6,2,852
0.023089083000000343,6,2,852
0.023386999999999603,6,2,852
0.024716541000000092,6,2,852
0.027279791999998082,6,2,852
0.02667087500000065,6,2,852
0.021588166000000797,6,2,852
0.06672324999999901,6,2,852
0.03453320799999915,6,2,852
0.0220450829999983,6,2,852
0.02534895799999859,6,2,852
