time,callstack,stack,total_bytes
0.02777916600000019,8,3,1043
0.1411547500000001,8,3,1043
0.046777917,8,3,1043
0.13285370799999896,8,3,1043
0.07477700000000098,8,3,1043
0.02662729200000058,8,3,1043
0.032887665999998816,8,3,1043
0.026102083000001386,8,3,1043
0.06611162500000134,8,3,1043
0.02803754199999986,8,3,1043
0.02329420900000123,8,3,1043
0.04761187500000119,8,3,1043
0.02295058300000008,8,3,1043
0.05238608400000011,8,3,1043
0.12123654100000003,8,3,1043
0.022687333000000365,8,3,1043
0.026368708999999768,8,3,1043
0.029278334000000683,8,3,1043
0.02375704199999973,8,3,1043
0.04997074999999995,8,3,1043
0.028647875000000766,8,3,1043
0.02777200000000235,8,3,1043
0.029172499999997825,8,3,1043
0.024632666999998776,8,3,1043
0.027980374999998503,8,3,1043
0.02745379100000278,8,3,1043
0.02151179199999831,8,3,1043
0.04464733400000043,8,3,1043
0.024555457999998254,8,3,1043
0.12567079199999753,8,3,1043
