time,callstack,stack,total
0.948013708000019,2052,1025,3077
0.9358012089999761,2052,1025,3077
0.9486158750000016,2052,1025,3077
0.9391997920000108,2052,1025,3077
0.920913000000013,2052,1025,3077
0.9183407499999987,2052,1025,3077
0.9978597500000035,2052,1025,3077
0.9346721249999916,2052,1025,3077
0.9596576250000055,2052,1025,3077
0.916914792,2052,1025,3077
0.9763568749999934,2052,1025,3077
0.8986599170000034,2052,1025,3077
1.0496836250000001,2052,1025,3077
0.8933431250000012,2052,1025,3077
0.926059500000008,2052,1025,3077
0.9525762080000106,2052,1025,3077
0.9340796250000096,2052,1025,3077
0.9178485839999837,2052,1025,3077
0.922001999999992,2052,1025,3077
1.073301832999988,2052,1025,3077
0.9254632919999892,2052,1025,3077
0.9741802500000176,2052,1025,3077
0.9353993750000029,2052,1025,3077
0.954092457999991,2052,1025,3077
0.9448575000000119,2052,1025,3077
1.2856460830000174,2052,1025,3077
0.955271874999994,2052,1025,3077
0.928632666999988,2052,1025,3077
0.9826103329999967,2052,1025,3077
0.9383558750000134,2052,1025,3077
