time,callstack,stack,total
0.05019445900000008,20,9,29
0.028855709000000118,20,9,29
0.031383499999999565,20,9,29
0.031619749999999947,20,9,29
0.03780420799999895,20,9,29
0.02802191599999837,20,9,29
0.04928729199999893,20,9,29
0.05140491700000105,20,9,29
0.04478391700000017,20,9,29
0.036646625000001265,20,9,29
0.031761790999999207,20,9,29
0.03729495800000038,20,9,29
0.041272917000000575,20,9,29
0.026638790999999884,20,9,29
0.031038958999999977,20,9,29
0.03632675000000063,20,9,29
0.039220000000000255,20,9,29
0.02778270900000024,20,9,29
0.035321792000001295,20,9,29
0.035089124999998944,20,9,29
0.04080283300000076,20,9,29
0.04525670900000023,20,9,29
0.02831954199999842,20,9,29
0.034835417000000035,20,9,29
0.0423094579999983,20,9,29
0.028736916999999806,20,9,29
0.032494584000001936,20,9,29
0.035504249999998905,20,9,29
0.03073245799999924,20,9,29
0.030461166999998568,20,9,29
