time,callstack,stack,total_bytes
0.2877451250000007,516,257,51979
0.2485478329999964,516,257,51979
0.24977137500000168,516,257,51979
1.086007500000001,516,257,51979
0.24750629199999707,516,257,51979
0.2672432090000001,516,257,51979
0.5798579999999944,516,257,51979
0.36519324999999014,516,257,51979
0.2686436669999921,516,257,51979
0.24828545799999802,516,257,51979
0.34813762499999257,516,257,51979
0.34777062499999545,516,257,51979
0.3503926670000084,516,257,51979
0.6048796250000095,516,257,51979
0.24858124999998665,516,257,51979
0.3865914999999944,516,257,51979
0.25314225000001045,516,257,51979
0.24830141600000388,516,257,51979
0.39692287500000134,516,257,51979
0.26680174999999906,516,257,51979
0.25902491700000496,516,257,51979
0.2593450410000031,516,257,51979
0.24930758300000377,516,257,51979
0.27817862499999535,516,257,51979
0.2629469169999936,516,257,51979
0.2379088340000095,516,257,51979
0.2543760420000041,516,257,51979
0.4670091670000005,516,257,51979
0.3725255410000017,516,257,51979
0.24117604100000278,516,257,51979
