time,callstack,stack,total_bytes
0.036396082999999635,12,5,1425
0.03494170799999985,12,5,1425
0.039218292000000154,12,5,1425
0.05668587499999944,12,5,1425
0.026865834000000532,12,5,1425
0.09769979200000023,12,5,1425
0.04285475000000005,12,5,1425
0.07410162500000084,12,5,1425
0.025173958999999968,12,5,1425
0.03507208299999931,12,5,1425
0.03898637500000035,12,5,1425
0.02189816599999972,12,5,1425
0.024885791999999185,12,5,1425
0.025935332999999616,12,5,1425
0.039532750000001116,12,5,1425
0.4708674169999991,12,5,1425
0.05108187499999772,12,5,1425
0.0756184169999976,12,5,1425
0.10282683299999817,12,5,1425
0.024553541999999595,12,5,1425
0.023125500000002575,12,5,1425
0.035933874999997784,12,5,1425
0.04029129099999906,12,5,1425
0.02133045900000141,12,5,1425
0.04283004099999843,12,5,1425
0.05381837499999875,12,5,1425
0.0271833749999999,12,5,1425
0.02588637500000246,12,5,1425
0.188020250000001,12,5,1425
0.027429708999999747,12,5,1425
