time,callstack,stack,total_bytes
0.1370023329999981,260,129,25995
0.18798316699999873,260,129,25995
0.14077920799999788,260,129,25995
0.1304870419999986,260,129,25995
0.14170616700000238,260,129,25995
0.27003604099999734,260,129,25995
0.1508523330000031,260,129,25995
0.14638604099999952,260,129,25995
0.13342808300000542,260,129,25995
0.13335016699999613,260,129,25995
0.1456994999999992,260,129,25995
0.28805833299999506,260,129,25995
0.1272200420000047,260,129,25995
0.13396879199999745,260,129,25995
0.1541214590000024,260,129,25995
0.14608158400000093,260,129,25995
0.13460637499999706,260,129,25995
0.13275345799999627,260,129,25995
0.1424479579999982,260,129,25995
0.1504041669999978,260,129,25995
0.14168095899999855,260,129,25995
0.13993641599999762,260,129,25995
0.1400250829999976,260,129,25995
0.1360425839999948,260,129,25995
0.3052104159999942,260,129,25995
0.13370154199999718,260,129,25995
0.13962729200000012,260,129,25995
0.1446958330000001,260,129,25995
0.13264350000000036,260,129,25995
0.2473850829999975,260,129,25995
