time,callstack,stack,total_bytes
0.12474208300000011,68,33,6910
0.0912873749999994,68,33,6910
0.06044904200000012,68,33,6910
0.05657504099999944,68,33,6910
0.05403329199999973,68,33,6910
0.044596124999999986,68,33,6910
0.045157542000000106,68,33,6910
0.06629274999999879,68,33,6910
0.05544229200000039,68,33,6910
0.04502791699999875,68,33,6910
0.04521749999999969,68,33,6910
0.05388912499999954,68,33,6910
0.055034667000001036,68,33,6910
0.07820804199999998,68,33,6910
0.06760029199999984,68,33,6910
0.04928799999999889,68,33,6910
0.058456791999999425,68,33,6910
0.09094174999999893,68,33,6910
0.05090737500000131,68,33,6910
0.05154158299999878,68,33,6910
0.05594641700000125,68,33,6910
0.049741583999999506,68,33,6910
0.050462250000002484,68,33,6910
0.04483495899999923,68,33,6910
0.04620345800000081,68,33,6910
0.05054399999999859,68,33,6910
0.05554487499999894,68,33,6910
0.14630491700000192,68,33,6910
0.06465770799999859,68,33,6910
0.042613249999998715,68,33,6910
