time,callstack,stack,total
0.02308004100000005,8,3,11
0.020405582999999616,8,3,11
0.03841954100000056,8,3,11
0.03546908300000062,8,3,11
0.030341790999999674,8,3,11
0.029772666999999586,8,3,11
0.024037707999999824,8,3,11
0.1299675839999992,8,3,11
0.14522312499999934,8,3,11
0.1340203339999988,8,3,11
0.12644899999999915,8,3,11
0.023318249999999097,8,3,11
0.03873887499999995,8,3,11
0.01958737499999863,8,3,11
0.028503167000000218,8,3,11
0.024049750000001424,8,3,11
0.0213944589999997,8,3,11
0.024958166999997644,8,3,11
0.027661416000000827,8,3,11
0.023618333000001712,8,3,11
0.027662416999998385,8,3,11
0.02571962500000069,8,3,11
0.028020708999999755,8,3,11
0.028507707999999354,8,3,11
0.027365708999997906,8,3,11
0.049060790999998716,8,3,11
0.025440833999997636,8,3,11
0.02632949999999923,8,3,11
0.02766208299999917,8,3,11
0.031684292000001335,8,3,11
