time,callstack,stack,total
1.938873208000004,4100,2049,6149
1.9803680830000019,4100,2049,6149
1.997493583999983,4100,2049,6149
1.9542452499999854,4100,2049,6149
1.868497041000012,4100,2049,6149
1.890188041000016,4100,2049,6149
1.9060712499999966,4100,2049,6149
1.9916869170000098,4100,2049,6149
1.9673290409999993,4100,2049,6149
1.9506319999999846,4100,2049,6149
1.9951108749999946,4100,2049,6149
1.8662528340000222,4100,2049,6149
1.9135659589999818,4100,2049,6149
1.8648362500000246,4100,2049,6149
1.9285380000000032,4100,2049,6149
1.9338256249999972,4100,2049,6149
1.9516655000000185,4100,2049,6149
1.9275630410000133,4100,2049,6149
1.9028934170000014,4100,2049,6149
1.9309367920000113,4100,2049,6149
1.9491817500000082,4100,2049,6149
1.9792669160000003,4100,2049,6149
1.9549662089999913,4100,2049,6149
1.9398303330000033,4100,2049,6149
1.8800066670000035,4100,2049,6149
1.8865550419999977,4100,2049,6149
1.876994040999989,4100,2049,6149
2.1593832080000084,4100,2049,6149
1.9235631669999975,4100,2049,6149
1.9279642500000023,4100,2049,6149
