time,callstack,stack,total
1.3736795410000013,2052,1025,3077
1.5421003749999898,2052,1025,3077
1.2009943749999934,2052,1025,3077
1.9316372499999943,2052,1025,3077
1.3715920840000138,2052,1025,3077
2.6379281659999947,2052,1025,3077
1.1081082499999866,2052,1025,3077
1.2625995829999965,2052,1025,3077
1.375811375000012,2052,1025,3077
1.9465499999999736,2052,1025,3077
1.5167792500000132,2052,1025,3077
1.1314836660000083,2052,1025,3077
1.710208917000017,2052,1025,3077
1.3592410830000006,2052,1025,3077
0.9989954589999854,2052,1025,3077
1.0327718329999982,2052,1025,3077
1.2641352920000202,2052,1025,3077
1.1623031670000046,2052,1025,3077
1.826772707999993,2052,1025,3077
1.763560582999986,2052,1025,3077
1.940438499999999,2052,1025,3077
1.3315383749999796,2052,1025,3077
1.1608904999999936,2052,1025,3077
1.8291471670000021,2052,1025,3077
1.157336167000011,2052,1025,3077
1.5799867499999891,2052,1025,3077
3.1543808330000047,2052,1025,3077
1.61901420800001,2052,1025,3077
1.2560998749999897,2052,1025,3077
1.1011167080000064,2052,1025,3077
