time,callstack,stack,total
1.9667342920000124,4100,2049,6149
1.8791721670000072,4100,2049,6149
1.9831789589999858,4100,2049,6149
7.233823833999992,4100,2049,6149
2.033427708000005,4100,2049,6149
1.9278308330000016,4100,2049,6149
1.9334689579999917,4100,2049,6149
2.537148583000004,4100,2049,6149
2.587860790999997,4100,2049,6149
2.5270957079999903,4100,2049,6149
4.094150834000004,4100,2049,6149
3.0532471660000056,4100,2049,6149
2.5051583750000077,4100,2049,6149
1.9469124579999857,4100,2049,6149
2.2913118749999626,4100,2049,6149
2.1503676250000012,4100,2049,6149
2.4238592080000103,4100,2049,6149
1.9290842919999704,4100,2049,6149
1.9992418749999956,4100,2049,6149
2.032874459000027,4100,2049,6149
2.0949317500000006,4100,2049,6149
1.8918173330000059,4100,2049,6149
1.8977272920000132,4100,2049,6149
2.0249082920000205,4100,2049,6149
2.609566832999974,4100,2049,6149
2.6396676249999587,4100,2049,6149
2.4390046249999955,4100,2049,6149
3.20503104200003,4100,2049,6149
2.248483375000035,4100,2049,6149
2.2392464579999682,4100,2049,6149
