time,callstack,stack,total
0.085281041,68,33,101
0.0578120000000002,68,33,101
0.1849173749999995,68,33,101
0.7788247499999992,68,33,101
0.043522125000000855,68,33,101
0.046188582999999284,68,33,101
0.07924479099999893,68,33,101
0.048638332999999534,68,33,101
0.05036974999999977,68,33,101
0.052404832999998874,68,33,101
0.05209999999999937,68,33,101
0.06178020800000006,68,33,101
0.053877167000001336,68,33,101
0.053456999999999866,68,33,101
0.053572374999999894,68,33,101
0.06459833300000106,68,33,101
0.05008516600000057,68,33,101
0.05693329200000008,68,33,101
0.06311170800000099,68,33,101
0.0565968330000004,68,33,101
0.051222834000000717,68,33,101
0.051190915999999476,68,33,101
0.054150875000001264,68,33,101
0.08623074999999858,68,33,101
0.26318270799999866,68,33,101
0.14004916600000072,68,33,101
0.337867499999998,68,33,101
0.2019476669999989,68,33,101
0.2089868750000008,68,33,101
0.055623000000000644,68,33,101
0.06087724999999722,68,33,101
0.06833775000000131,68,33,101
0.047670083999999946,68,33,101
0.05741433400000062,68,33,101
0.05623245800000021,68,33,101
0.054346417000001424,68,33,101
