time,callstack,stack,total
0.04407837499999978,20,9,29
0.03461912500000075,20,9,29
0.037029709000000466,20,9,29
0.0542584580000014,20,9,29
0.052763457999999375,20,9,29
0.04415441699999967,20,9,29
0.05330925000000164,20,9,29
0.03620629199999925,20,9,29
0.04296699999999909,20,9,29
0.03756450000000022,20,9,29
0.15966354100000046,20,9,29
0.04170154200000198,20,9,29
0.05661800000000028,20,9,29
0.048348292000000015,20,9,29
0.053537542000000826,20,9,29
0.033219375000001605,20,9,29
0.04117808300000192,20,9,29
0.07333095899999975,20,9,29
0.036993500000001234,20,9,29
0.039714208000003026,20,9,29
0.14899158300000082,20,9,29
0.0469232080000026,20,9,29
0.08665104199999973,20,9,29
0.04693737500000239,20,9,29
0.053993000000001956,20,9,29
0.06819737500000045,20,9,29
0.03358270800000085,20,9,29
0.03978608399999928,20,9,29
0.03589716600000159,20,9,29
0.062495832999999834,20,9,29
