time,callstack,stack,total
0.37089545899999976,516,257,773
0.2432235829999989,516,257,773
0.30014858300000213,516,257,773
0.2546609170000025,516,257,773
0.23815266700000137,516,257,773
0.24220958300000106,516,257,773
0.2565094160000001,516,257,773
0.23993133300000125,516,257,773
0.2649296250000006,516,257,773
0.24791320900000002,516,257,773
0.24633854100000008,516,257,773
0.2600408750000014,516,257,773
0.2580447500000034,516,257,773
0.25670683300000263,516,257,773
0.24237275000000125,516,257,773
0.24779195800000053,516,257,773
0.2438810000000018,516,257,773
0.2871136249999964,516,257,773
0.25219862500000545,516,257,773
0.25214712500000047,516,257,773
0.2781788750000018,516,257,773
0.24006866700000273,516,257,773
0.3004203750000016,516,257,773
0.2533432910000002,516,257,773
0.28033999999999537,516,257,773
0.24478104199999962,516,257,773
0.24084054200000082,516,257,773
0.28353683300000654,516,257,773
0.2510187080000037,516,257,773
0.24251891600000164,516,257,773
